PARROQUIA;CODIGO_PARROQUIA;NOMBRE;CODIGO_INSTITUCION;TIPO_EDUCACION;SOSTENIMIENTO;ZONA;MODALIDAD;DOCENTES;TOTAL_ESTUDIANTES
CHIMBACALLE;170109;MANITAS CREATIVAS;17H01184;Educación Regular;Particular;UrbanaINEC;Presencial;2;3
PUENGASI;170125;CONCERTAR;17H01186;Educación Regular;Particular;UrbanaINEC;Presencial;2;16
CHIMBACALLE;170109;CENTRO INFANTIL GEORGE WILLIAMS;17H01187;Educación Regular;Fiscomisional;UrbanaINEC;Presencial;2;22
CHIMBACALLE;170109;HUMANISTICO QUITO;17H01188;Educación Regular;Fiscal;UrbanaINEC;Presencial;175;3009
LA FERROVIARIA;170119;LA VIÑA;17H01190;Educación Regular;Particular;UrbanaINEC;Presencial;7;145
LA FERROVIARIA;170119;ALFREDO PEREZ GUERRERO;17H01191;Educación Regular;Fiscal;UrbanaINEC;Presencial;18;402
CHIMBACALLE;170109;EPISCOPAL CHIMBACALLE;17H01192;Educación Regular;Particular;UrbanaINEC;Presencial;11;104
PUENGASI;170125;FORESTAL;17H01193;Educación Regular;Fiscal;UrbanaINEC;Presencial;9;123
LA FERROVIARIA;170119;CAMILO GALLEGOS TOLEDO;17H01194;Educación Regular;Fiscal;UrbanaINEC;Presencial;20;262
CHIMBACALLE;170109;BELLAVISTA;17H01195;Educación Regular;Fiscal;UrbanaINEC;Presencial;3;93
PUENGASI;170125;ALEXANDER GRAHAM BELL;17H01196;Educación Regular;Particular;UrbanaINEC;Presencial;1;0
PUENGASI;170125;CENIT;17H01197;Popular Permanente;Particular;UrbanaINEC;Presencial;16;155
PUENGASI;170125;JULIAN TOBIAS JACOME;17H01198;Educación Regular;Fiscal;UrbanaINEC;Presencial;3;70
LA ARGELIA;170116;MARCELO PAUL;17H01199;Educación Regular;Particular;UrbanaINEC;Presencial;8;127
LA FERROVIARIA;170119;JOSE MARIA VELAZ;17H01200;Educación Regular;Fiscomisional;UrbanaINEC;Presencial;39;1127
CHIMBACALLE;170109;PEREZ PALLARES;17H01201;Educación Regular;Particular;UrbanaINEC;Presencial;56;1325
CHIMBACALLE;170109;SAN NICOLAS DE BARI;17H01202;Educación Regular;Particular;UrbanaINEC;Presencial;2;17
CHIMBACALLE;170109;ALFAMAR;17H01203;Educación Regular;Particular;UrbanaINEC;Presencial;9;91
PUENGASI;170125;LOS ARRAYANES;17H01204;Educación Regular;Particular;UrbanaINEC;Presencial;11;92
CHIMBACALLE;170109;ARTIEDA BROTHERS  CENTER;17H01205;Educación Regular;Particular;UrbanaINEC;Presencial;12;32
PUENGASI;170125;VICENTE ROCAFUERTE;17H01206;Educación Regular;Fiscal;UrbanaINEC;Presencial;41;717
LA FERROVIARIA;170119;INSTITUTO FISCAL DE EDUCACION ESPECIAL;17H01207;Educación Especial;Fiscal;UrbanaINEC;Presencial;37;217
CHIMBACALLE;170109;GIORDANO BRUNO;17H01208;Educación Regular;Particular;UrbanaINEC;Presencial;25;510
CHIMBACALLE;170109;DELIA IBARRA DE VELASCO;17H01210;Educación Regular;Fiscal;UrbanaINEC;Presencial;18;526
LA FERROVIARIA;170119;JOSE MARIA URBINA;17H01211;Educación Regular;Fiscal;UrbanaINEC;Presencial;30;545
CHIMBACALLE;170109;ANDRES F. CORDOVA;17H01213;Educación Regular;Fiscal;UrbanaINEC;Presencial;11;186
LA FERROVIARIA;170119;LA FORESTAL;17H01216;Educación Regular;Fiscal;UrbanaINEC;Presencial;9;248
PUENGASI;170125;EMAUS DE FE Y ALEGRIA;17H01217;Educación Regular;Fiscomisional;UrbanaINEC;Presencial;44;1181
CHIMBACALLE;170109;JORGE CARRERA ANDRADE;17H01218;Educación Regular;Fiscal;UrbanaINEC;Presencial;14;207
LA ARGELIA;170116;GONZALO ESCUDERO;17H01219;Educación Regular;Fiscal;UrbanaINEC;Presencial;41;1009
CHIMBACALLE;170109;UNIDAD EDUCATIVA PARTICULAR JOSUE;17H01220;Educación Regular;Particular;UrbanaINEC;Presencial;23;327
CHIMBACALLE;170109;GENERAL JOSE DE SAN MARTIN;17H01221;Educación Regular;Fiscal;UrbanaINEC;Presencial;10;168
CHIMBACALLE;170109;6 DE DICIEMBRE;17H01222;Educación Regular;Fiscal;UrbanaINEC;Presencial;55;858
CHIMBACALLE;170109;CLARA JUDITH DE PAREDES;17H01223;Educación Regular;Fiscal;UrbanaINEC;Presencial;9;217
CHIMBACALLE;170109;JUAN PIO MONTUFAR;17H01225;Educación Regular;Fiscal;UrbanaINEC;Presencial;104;3240
LA FERROVIARIA;170119;MANUEL DE JESUS CALLE;17H01226;Educación Regular;Fiscal;UrbanaINEC;Presencial;20;535
LA FERROVIARIA;170119;JOSE MARIA VELASCO IBARRA;17H01227;Educación Regular;Fiscal;UrbanaINEC;Presencial;34;848
SAN BARTOLO;170128;SAN JORGE;17H01229;Educación Regular;Particular;UrbanaINEC;Presencial;12;139
LA ARGELIA;170116;SAN ANTONIO MARIA CLARET;17H01230;Educación Regular;Particular;UrbanaINEC;Presencial;9;189
PUENGASI;170125;CAMPO SAGRADO DEL SABER;17H01231;Educación Regular;Particular;UrbanaINEC;Presencial;5;22
LA ARGELIA;170116;CAMINOS A LA LUZ;17H01232;Educación Regular;Particular;UrbanaINEC;Presencial;8;114
PUENGASI;170125;LIBERTADOR SIMON BOLIVAR;17H01233;Educación Regular;Particular;UrbanaINEC;Presencial;1;7
PUENGASI;170125;LUIS ENRIQUE RAZA BOLAÑOS;17H01234;Educación Regular;Fiscal;UrbanaINEC;Presencial;12;607
LA ARGELIA;170116;JORGE MANTILLA ORTEGA;17H01235;Educación Regular;Fiscal;UrbanaINEC;Presencial;28;814
LA ARGELIA;170116;NICOLAS GUILLEN;17H01236;Educación Regular;Fiscal;UrbanaINEC;Presencial;4;128
LA ARGELIA;170116;JORGE MANTILLA ORTEGA;17H01237;Educación Regular;Fiscal;UrbanaINEC;Presencial;2;94
PUENGASI;170125;CDI CARITAS ALEGRES;17H01238;Educación Regular;Particular;UrbanaINEC;Presencial;5;0
CHILLOGALLO;170108;AURELIO BAYAS;17H01239;Educación Regular;Fiscal;UrbanaINEC;Presencial;20;753
PUENGASI;170125;REPUBLICA DE CROACIA;17H01240;Educación Regular;Particular;UrbanaINEC;Presencial;8;101
LA ARGELIA;170116;CAPITAN ALFONSO ARROYO AGUIRRE;17H01241;Educación Regular;Fiscal;UrbanaINEC;Presencial;44;1100
SAN BARTOLO;170128;FRANCISCO JAVIER SALAZAR;17H01243;Educación Regular;Fiscal;UrbanaINEC;Presencial;24;707
PUENGASI;170125;SIGLO XXI;17H01244;Educación Regular;Particular;UrbanaINEC;Presencial;12;223
CHIMBACALLE;170109;UNION AMERICANA;17H01245;Educación Regular;Particular;UrbanaINEC;Presencial;6;38
QUITUMBE;170126;LOUIS VICTOR DE BROGLIE;17H01246;Educación Regular;Particular;UrbanaINEC;Presencial;18;280
PUENGASI;170125;AURELIO MOSQUERA;17H01247;Educación Regular;Particular;UrbanaINEC;Presencial;17;144
CHIMBACALLE;170109;NICCOLO PAGANINI;17H01248;Educación Regular;Particular;UrbanaINEC;Presencial;3;39
PUENGASI;170125;ASUNCION;17H01249;Educación Regular;Particular;UrbanaINEC;Presencial;6;74
CHIMBACALLE;170109;11 DE MARZO;17H01251;Educación Regular;Fiscal;UrbanaINEC;Presencial;29;541
PUENGASI;170125;UNE;17H01252;Educación Regular;Fiscal;UrbanaINEC;Presencial;94;1647
CHIMBACALLE;170109;MARIA ANGELICA IDROBO;17H01253;Educación Regular;Fiscal;UrbanaINEC;Presencial;31;593
CHIMBACALLE;170109;TARQUI;17H01254;Educación Regular;Fiscal;UrbanaINEC;Presencial;83;1278
PUENGASI;170125;HERMANN EBBINGHAUS;17H01255;Educación Regular;Particular;UrbanaINEC;Presencial;10;64
LA ARGELIA;170116;CARLOS SOSA LOVATO;17H01257;Educación Regular;Fiscal;UrbanaINEC;Presencial;4;58
PUENGASI;170125;GIORDANO BRUNO;17H01258;Educación Regular;Particular;UrbanaINEC;Presencial;5;79
PUENGASI;170125;JILGUERITOS;17H01259;Educación Regular;Fiscal;UrbanaINEC;Presencial;3;0
PUENGASI;170125;NELA MARTINEZ ESPINOSA;17H01260;Educación Regular;Fiscal;UrbanaINEC;Presencial;9;175
CHIMBACALLE;170109;SANTA TERESITA;17H01261;Educación Regular;Particular;UrbanaINEC;Presencial;13;225
PUENGASI;170125;ESTRELLITAS DEL SUR;17H01262;Educación Regular;Fiscal;UrbanaINEC;Presencial;2;20
PUENGASI;170125;JARDIN JESUS NIÑO;17H01263;Educación Regular;Particular;UrbanaINEC;Presencial;1;21
PUENGASI;170125;ANGEL POLIBIO CORDOVA SANTANDER;17H01264;Popular Permanente;Fiscal;UrbanaINEC;Presencial;1;57
CHIMBACALLE;170109;REPUBLICA DE MEXICO;17H01265;Educación Regular;Fiscal;UrbanaINEC;Presencial;30;478
CHIMBACALLE;170109;NUESTRA SENORA DE FATIMA;17H01266;Educación Regular;Particular;UrbanaINEC;Presencial;14;187
LA ARGELIA;170116;GENESIS;17H01267;Educación Regular;Particular;UrbanaINEC;Presencial;3;50
CHILLOGALLO;170108;NICOLAS GUILLEN;17H01268;Educación Regular;Fiscal;UrbanaINEC;Presencial;26;753
LA ARGELIA;170116;CRISTIANO REMANSO DE AMOR;17H01269;Educación Regular;Particular;UrbanaINEC;Presencial;17;101
PUENGASI;170125;REPUBLICA DE CROACIA;17H01270;Educación Regular;Particular;UrbanaINEC;Presencial;13;127
SOLANDA;170131;BOLIVARIANO;17H01271;Educación Regular;Particular;UrbanaINEC;Presencial;14;168
OTON;170254;MONSEÑOR LEONIDAS PROAÑO;17H01273;Educación Regular;Fiscal;RuralINEC;Presencial;8;145
QUITUMBE;170126;EL SEMBRADOR;17H01274;Educación Regular;Particular;UrbanaINEC;Presencial;3;30
GUAMANI;170111;OSWALDO LOMBEYDA;17H01275;Educación Regular;Municipal;UrbanaINEC;Presencial;48;869
QUITUMBE;170126;MI PEQUEÑO SOL;17H01276;Educación Regular;Particular;UrbanaINEC;Presencial;7;113
QUITUMBE;170126;CENEPA;17H01277;Popular Permanente;Particular;UrbanaINEC;Presencial;4;39
QUITUMBE;170126;CHIMBORAZO;17H01278;Educación Regular;Particular;UrbanaINEC;Presencial;9;109
GUAMANI;170111;UNIDAD EDUCATIVA CRISTIANA NEW LIFE;17H01279;Educación Regular;Particular;UrbanaINEC;Presencial;12;377
CHILLOGALLO;170108;HEROES DE PAQUISHA;17H01280;Educación Regular;Fiscal;UrbanaINEC;Presencial;1;36
QUITUMBE;170126;ISAAC PITMAN;17H01281;Educación Regular;Particular;UrbanaINEC;Presencial;19;294
GUAMANI;170111;LAS CIENCIAS AL DIA;17H01282;Educación Regular;Particular;UrbanaINEC;Presencial;6;65
QUITUMBE;170126;MARIA ISABEL RUILOBA CALAHORANO;17H01283;Educación Regular;Fiscal;UrbanaINEC;Presencial;14;383
GUAMANI;170111;MANUEL GONZALO ALBAN RUMAZO;17H01284;Educación Regular;Particular;UrbanaINEC;Presencial;5;34
QUITUMBE;170126;LICEO CORDILLERA DE LOS ANDES;17H01285;Educación Regular;Particular;UrbanaINEC;Presencial;6;71
CHILLOGALLO;170108;NUEVA PRIMAVERA;17H01286;Educación Regular;Particular;UrbanaINEC;Presencial;49;1213
CHILLOGALLO;170108;AZUCENA LEON MORALES;17H01288;Educación Regular;Particular;UrbanaINEC;Presencial;2;5
GUAMANI;170111;CARLOS GUERRA BOADA;17H01289;Educación Regular;Fiscal;UrbanaINEC;Presencial;13;372
QUITUMBE;170126;MATILDE ALVAREZ;17H01290;Popular Permanente;Particular;UrbanaINEC;Presencial;3;16
GUAMANI;170111;NUEVA AURORA;17H01291;Educación Regular;Fiscal;UrbanaINEC;Presencial;27;1019
QUITUMBE;170126;EL ROCIO;17H01292;Educación Regular;Particular;UrbanaINEC;Presencial;14;278
GUAMANI;170111;RENE DESCARTES;17H01293;Educación Regular;Particular;UrbanaINEC;Presencial;6;96
GUAMANI;170111;CENEPA;17H01294;Educación Regular;Fiscal;UrbanaINEC;Presencial;4;86
GUAMANI;170111;OTTO VON BISMARCK;17H01295;Educación Regular;Particular;UrbanaINEC;Presencial;12;241
QUITUMBE;170126;REPUBLICA DE CHILE;17H01296;Educación Regular;Particular;UrbanaINEC;Presencial;1;0
GUAMANI;170111;SOLDADITOS DEL SUR;17H01297;Educación Regular;Fiscal;UrbanaINEC;Presencial;0;19
GUAMANI;170111;PRINCIPE DE NAZARET;17H01298;Educación Regular;Particular;UrbanaINEC;Presencial;4;18
GUAMANI;170111;MANANTIAL DEL SABER;17H01299;Educación Regular;Fiscal;UrbanaINEC;Presencial;1;38
QUITUMBE;170126;GOTITAS DE AMOR;17H01300;Educación Regular;Particular;UrbanaINEC;Presencial;1;0
GUAMANI;170111;SUSPIRITOS DEL SUR;17H01301;Educación Regular;Particular;UrbanaINEC;Presencial;6;30
GUAMANI;170111;COMANDANTE GENERAL ATAHUALPA;17H01302;Educación Regular;Particular;UrbanaINEC;Presencial;16;192
GUAMANI;170111;SANTO ANGEL DE GUAMANI;17H01303;Educación Regular;Particular;UrbanaINEC;Presencial;8;99
QUITUMBE;170126;ESTRELLITAS DEL MANANA;17H01304;Educación Regular;Fiscal;UrbanaINEC;Presencial;5;39
QUITUMBE;170126;UE TECNICA VIDA NUEVA;17H01306;Educación Regular;Particular;UrbanaINEC;Presencial;39;1216
GUAMANI;170111;MARTIANO;17H01308;Educación Regular;Particular;UrbanaINEC;Presencial;6;69
QUITUMBE;170126;GOTITA DE GENTE;17H01309;Educación Regular;Particular;UrbanaINEC;Presencial;2;0
QUITUMBE;170126;VIDA NUEVA;17H01310;Educación Regular;Particular;UrbanaINEC;Presencial;18;277
GUAMANI;170111;JULIO E. MORENO;17H01311;Educación Regular;Municipal;UrbanaINEC;Presencial;62;1061
QUITUMBE;170126;NUESTRA SENORA DE LA MERCED;17H01312;Educación Regular;Particular;UrbanaINEC;Presencial;1;20
QUITUMBE;170126;EL PARAISO DE LOS NINOS;17H01313;Educación Regular;Particular;UrbanaINEC;Presencial;9;56
QUITUMBE;170126;CI PABLO LOZADA;17H01314;Educación Regular;Particular;UrbanaINEC;Presencial;2;0
QUITUMBE;170126;JOSE DE SAN MARTIN JARDIN DE INFANTES PARTICULAR;17H01315;Educación Regular;Particular;UrbanaINEC;Presencial;3;8
COTOCOLLAO;170106;CRISTIANO DE QUITO;17H01316;Educación Regular;Particular;UrbanaINEC;Presencial;8;100
PONCEANO;170124;PABLO MUNOZ VEGA;17H01318;Educación Regular;Particular;UrbanaINEC;Presencial;17;345
LA CONCEPCION;170117;ECUATORIANO SUIZO;17H01320;Educación Regular;Particular;UrbanaINEC;Presencial;38;1181
LA CONCEPCION;170117;IVAN PAVLOV;17H01321;Educación Regular;Particular;UrbanaINEC;Presencial;9;85
RUMIPAMBA;170127;CENTRO DE DESARROLLO INFANTIL TRAMPOLIN;17H01322;Educación Regular;Particular;UrbanaINEC;Presencial;2;0
RUMIPAMBA;170127;UN MUNDO FELIZ;17H01323;Educación Regular;Particular;UrbanaINEC;Presencial;4;0
RUMIPAMBA;170127;SHINY KIDS;17H01324;Educación Regular;Particular;UrbanaINEC;Presencial;3;0
COTOCOLLAO;170106;MAMINA Y SUS COPITOS;17H01325;Educación Regular;Particular;UrbanaINEC;Presencial;3;13
RUMIPAMBA;170127;TALLER PEQUEÑOS AMIGOS;17H01326;Educación Regular;Particular;UrbanaINEC;Presencial;3;15
RUMIPAMBA;170127;CENTRO GARABATOS;17H01327;Educación Regular;Particular;UrbanaINEC;Presencial;1;0
RUMIPAMBA;170127;UN NIÑO UN SUEÑO;17H01328;Educación Regular;Particular;UrbanaINEC;Presencial;1;0
RUMIPAMBA;170127;CENTRO INFANTIL SUENOS Y SONRISAS;17H01330;Educación Regular;Particular;UrbanaINEC;Presencial;2;0
RUMIPAMBA;170127;CEMEI ANDALUCIA;17H01331;Educación Regular;Municipal;UrbanaINEC;Presencial;7;78
LA CONCEPCION;170117;SANTA PAULA;17H01332;Educación Regular;Particular;UrbanaINEC;Presencial;4;71
RUMIPAMBA;170127;CD1 LA PULIDA;17H01334;Educación Regular;Fiscal;UrbanaINEC;Presencial;0;25
RUMIPAMBA;170127;CIUDAD MAGICA;17H01335;Educación Regular;Particular;UrbanaINEC;Presencial;5;20
RUMIPAMBA;170127;CENTRO INFANTIL ASERRIN ASERRAN;17H01336;Educación Regular;Particular;UrbanaINEC;Presencial;4;27
LA CONCEPCION;170117;TECNICO EXPERIMENTAL DE AVIACIÓN CIVIL;17H01337;Educación Regular;Particular;UrbanaINEC;Presencial;68;893
COCHAPAMBA;170104;CANTA RANA;17H01338;Educación Regular;Particular;UrbanaINEC;Presencial;4;18
RUMIPAMBA;170127;MON PETIT AMI;17H01339;Educación Regular;Particular;UrbanaINEC;Presencial;3;10
RUMIPAMBA;170127;CENTRO DE DESARROLLO INFANTIL TIA KELLY;17H01340;Educación Regular;Particular;UrbanaINEC;Presencial;2;7
LA CONCEPCION;170117;INSTITUTO NACIONAL DE AUDICION Y LENGUAJE;17H01341;Educación Especial;Fiscal;UrbanaINEC;Presencial;37;198
LA CONCEPCION;170117;JOSE ENRIQUE RODO;17H01342;Educación Regular;Fiscal;UrbanaINEC;Presencial;20;537
LA CONCEPCION;170117;BANCO ECUATORIANO DE LA VIVIENDA;17H01343;Educación Regular;Fiscal;UrbanaINEC;Presencial;10;204
LA CONCEPCION;170117;ATENAS SCHOOL;17H01344;Educación Regular;Particular;UrbanaINEC;Presencial;39;435
LA CONCEPCION;170117;LAURA BARAHONA UBIDIA;17H01345;Educación Regular;Fiscal;UrbanaINEC;Presencial;4;126
RUMIPAMBA;170127;AMERICAN SCHOOL;17H01346;Educación Regular;Particular;UrbanaINEC;Presencial;10;52
RUMIPAMBA;170127;PENSIONADO UNIVERSITARIO;17H01347;Educación Regular;Particular;UrbanaINEC;Presencial;56;951
RUMIPAMBA;170127;ALDEBARAN;17H01348;Educación Regular;Particular;UrbanaINEC;Presencial;6;20
COTOCOLLAO;170106;JOHANNES GUTENBERG;17H01349;Educación Regular;Particular;UrbanaINEC;Presencial;4;25
LA CONCEPCION;170117;ROSARIO GONZÁLEZ DE MURILLO;17H01350;Educación Regular;Fiscal;UrbanaINEC;Presencial;38;988
LA CONCEPCION;170117;LOS PINOS;17H01351;Educación Regular;Particular;UrbanaINEC;Presencial;94;923
COCHAPAMBA;170104;26 DE OCTUBRE;17H01352;Educación Regular;Fiscal;UrbanaINEC;Presencial;2;39
RUMIPAMBA;170127;UNIDAD EDUCATIVA JULIO  MARIA MATOVELLE;17H01353;Educación Regular;Particular;UrbanaINEC;Presencial;61;1779
LA CONCEPCION;170117;VENCEDORES;17H01354;Educación Regular;Fiscal;UrbanaINEC;Presencial;27;775
RUMIPAMBA;170127;NICOLAI HARTMANN;17H01355;Educación Regular;Particular;UrbanaINEC;Presencial;7;77
LA CONCEPCION;170117;ELISA ORTIZ DE AULESTIA;17H01356;Educación Regular;Fiscal;UrbanaINEC;Presencial;4;95
COCHAPAMBA;170104;JACQUES BOSSUET;17H01357;Educación Regular;Particular;UrbanaINEC;Presencial;13;132
KENNEDY;170115;CAMILO PONCE ENRIQUEZ;17H01358;Educación Regular;Fiscal;UrbanaINEC;Presencial;25;546
KENNEDY;170115;REPUBLICA DE ITALIA;17H01359;Educación Regular;Fiscal;UrbanaINEC;Presencial;27;820
LA CONCEPCION;170117;DIARIO  EL COMERCIO;17H01360;Educación Regular;Fiscal;UrbanaINEC;Presencial;19;493
RUMIPAMBA;170127;PANAMERICANO 2;17H01361;Educación Regular;Particular;UrbanaINEC;Presencial;11;102
LA CONCEPCION;170117;BANCO DE DESARROLLO DEL ECUADOR;17H01362;Educación Regular;Fiscal;UrbanaINEC;Presencial;18;373
LA CONCEPCION;170117;MOISES SAENZ;17H01363;Educación Regular;Fiscal;UrbanaINEC;Presencial;6;158
COCHAPAMBA;170104;JUAN ISAAC LOVATO;17H01364;Educación Regular;Fiscal;UrbanaINEC;Presencial;13;304
COCHAPAMBA;170104;MERCEDES VITERI LAFRONTE DE HURAS;17H01365;Educación Regular;Fiscal;UrbanaINEC;Presencial;3;87
LA CONCEPCION;170117;FROEBEL;17H01366;Educación Regular;Particular;UrbanaINEC;Presencial;6;60
LA CONCEPCION;170117;FUERZA AEREA ECUATORIANA N.1;17H01367;Educación Regular;Particular;UrbanaINEC;Presencial;104;2067
RUMIPAMBA;170127;CHARLES  SANDERS PIERCE;17H01368;Educación Regular;Particular;UrbanaINEC;Presencial;10;112
LA CONCEPCION;170117;LA FLORIDA;17H01369;No Escolarizada;Fiscal;UrbanaINEC;Presencial;0;0
CHILLOGALLO;170108;GETSEMANI;17H01370;Educación Regular;Particular;UrbanaINEC;Presencial;9;51
SAN BARTOLO;170128;JOSE DOMINGO DE LA MAR;17H01371;Educación Regular;Particular;UrbanaINEC;Presencial;2;12
CHILLOGALLO;170108;ENMA VACA ROJAS;17H01372;Educación Regular;Fiscal;UrbanaINEC;Presencial;8;206
LA ECUATORIANA;170118;ECONOMISTA ABDON CALDERON;17H01373;Educación Regular;Fiscal;UrbanaINEC;Presencial;38;1433
QUITUMBE;170126;HUMBERTO TOSCANO MATEUS;17H01374;Educación Regular;Particular;UrbanaINEC;Presencial;8;119
TURUBAMBA;170132;DEL VALLE;17H01375;Educación Regular;Particular;UrbanaINEC;Presencial;22;232
QUITUMBE;170126;SOLIDARIDAD;17H01376;Educación Regular;Particular;UrbanaINEC;Presencial;14;178
QUITUMBE;170126;JORGE MANTILLA ORTEGA;17H01377;Educación Regular;Fiscal;UrbanaINEC;Presencial;29;612
SAN BARTOLO;170128;LA BRETAÑA;17H01378;Educación Regular;Particular;UrbanaINEC;Presencial;18;349
QUITUMBE;170126;CEIBO;17H01379;Educación Regular;Particular;UrbanaINEC;Presencial;20;329
CHILLOGALLO;170108;LINCOLN SCHOOL;17H01380;Educación Regular;Particular;UrbanaINEC;Presencial;8;59
QUITUMBE;170126;SAN FRANCISCO DE ASIS DE LA ARCADIA;17H01381;Educación Regular;Particular;UrbanaINEC;Presencial;9;239
SAN BARTOLO;170128;CE JOSE CELESTINO MUTIS;17H01382;Educación Regular;Particular;UrbanaINEC;Presencial;3;0
QUITUMBE;170126;JORDAN;17H01383;Educación Regular;Particular;UrbanaINEC;Presencial;8;258
SAN BARTOLO;170128;JIM IRWIN 1;17H01384;Educación Regular;Particular;UrbanaINEC;Presencial;48;1602
SAN BARTOLO;170128;CENTRO DE DESARROLO INFANTIL BAJITOS DEL FUTURO;17H01385;Educación Regular;Fiscal;UrbanaINEC;Presencial;4;0
CHILLOGALLO;170108;JUAN L MERA  M;17H01386;Educación Regular;Particular;UrbanaINEC;Presencial;8;86
QUITUMBE;170126;CARLOS PONCE MARTINEZ;17H01387;Educación Regular;Fiscomisional;UrbanaINEC;Presencial;23;725
QUITUMBE;170126;GONZALO BENITEZ;17H01388;Educación Regular;Particular;UrbanaINEC;Presencial;3;12
SAN BARTOLO;170128;SEMILLITAS DEL FUTURO;17H01389;Educación Regular;Particular;UrbanaINEC;Presencial;1;11
SAN BARTOLO;170128;DE LAS AMERICAS;17H01391;Educación Regular;Particular;UrbanaINEC;Presencial;9;0
SAN BARTOLO;170128;ERALDO VALLE FOR GUARDERIA TALLER;17H01392;Educación Regular;Particular;UrbanaINEC;Presencial;3;0
SAN BARTOLO;170128;NICOLAS MAQUIAVELO;17H01393;Educación Regular;Particular;UrbanaINEC;Presencial;3;7
QUITUMBE;170126;ALEMANIA;17H01394;Popular Permanente;Particular;UrbanaINEC;Presencial;6;45
CHILLOGALLO;170108;QUITUMBE;17H01395;Educación Regular;Municipal;UrbanaINEC;Presencial;96;1394
CHILLOGALLO;170108;SU CAMBIO POR EL CAMBIO;17H01396;Popular Permanente;Particular;UrbanaINEC;Presencial;17;385
QUITUMBE;170126;MATILDE HIDALGO DE PROCEL;17H01397;Educación Regular;Particular;UrbanaINEC;Presencial;11;187
PUENGASI;170125;RAMOS VIESCAS;17H01398;Educación Regular;Particular;UrbanaINEC;Presencial;5;0
SAN BARTOLO;170128;EMANUEL;17H01399;Educación Regular;Particular;UrbanaINEC;Presencial;0;0
GUAMANI;170111;ESTRELLITAS;17H01400;Educación Regular;Particular;UrbanaINEC;Presencial;2;32
GUAMANI;170111;FUNDACION EDUCATIVA FE EN ACCION  FEFA   ESCUELA VICTORIA DE LA FE;17H01401;Educación Regular;Particular;UrbanaINEC;Presencial;6;80
CENTRO HISTORICO;170103;C.I. FUNDACION DE ACCION SOCIAL APOYAR;17H01402;Educación Regular;Particular;UrbanaINEC;Presencial;6;43
COMITE DEL PUEBLO;170105;FRAY JODOCO RICKE;17H01403;Educación Regular;Fiscal;UrbanaINEC;Presencial;22;299
COMITE DEL PUEBLO;170105;COMITE DEL PUEBLO;17H01404;Educación Regular;Fiscal;UrbanaINEC;Presencial;3;77
COMITE DEL PUEBLO;170105;ADVENTISTA CIUDAD DE QUITO;17H01405;Educación Regular;Particular;UrbanaINEC;Presencial;40;699
COMITE DEL PUEBLO;170105;BERNAT CASTANY PRADO;17H01406;Educación Regular;Particular;UrbanaINEC;Presencial;10;130
COMITE DEL PUEBLO;170105;LEONARDO FIBONACCI;17H01407;Educación Regular;Particular;UrbanaINEC;Presencial;13;221
COMITE DEL PUEBLO;170105;INTERCONTINENTAL SCHOOL;17H01408;Educación Regular;Particular;UrbanaINEC;Presencial;18;188
COMITE DEL PUEBLO;170105;GENERAL EPICLACHIMA;17H01409;Educación Regular;Fiscal;UrbanaINEC;Presencial;22;748
COMITE DEL PUEBLO;170105;AMOR Y ESPERANZA FODI FONDO DE DESARROLLO INFANTIL;17H01410;Educación Regular;Fiscal;UrbanaINEC;Presencial;15;0
LLANO CHICO;170165;AMOR Y ESPERANZA;17H01411;Educación Regular;Particular;RuralINEC;Presencial;15;247
SAN ISIDRO DEL INCA;170129;UNION EUROPEA;17H01412;Educación Regular;Particular;UrbanaINEC;Presencial;7;42
ITCHIMBIA;170113;NICOLAS JAVIER GORIVAR;17H01413;Educación Regular;Fiscal;UrbanaINEC;Presencial;13;218
